uid,id,provincecode,birthday,age,gender,areaid,provincename,cityname,areaname,instalments_num,instalments_amount,shop_address,trans_date,taobaostartdate,taobaoenddate,taobaodealno,apptimes,deal,apply_request_sum,apply_reject_sum,loan_offer_sum,repay_fail_sum,max_default_days,default,province,nominalrates,default30,alipaybalance,yuebaobalance,huabeiamount,huabeibalance,creditlevelasbuyer,tencentscore,gaodescore,numbercontact,numbercontact20s,highcontact,highcontact20s,numbercontacttotal,default_firstmonth_0,default_firstmonth_30,default_firstmonth_60,delaydate_max,default_max_0,default_max_30,default_max_60
105139636,1200508489,37,19990523,20,FALSE,371324,山东省,临沂市,苍山县,12,620000,上海市上海市普陀区中山北路3028号10幢-9临一楼门面房,2019/5/3,2018/11/20,2019/5/3,235,1,1,0,0,,,0,FALSE,shandong,0.359367742,FALSE,0,95.5,1400,269.84,76,67,0.397709,15,14,TRUE,TRUE,138,FALSE,FALSE,FALSE,-19,FALSE,FALSE,FALSE
42082592,1200428766,52,19970212,22,TRUE,520221,贵州省,六盘水市,水城县,12,200000,江苏省无锡市江阴市徐霞客镇璜塘金凤中路55号,2018/12/13,2018/9/28,2018/12/1,45,1,1,0,0,,,12,TRUE,guizhou,0.20456,FALSE,0,0,0,0,29,82.16666667,0.1920935,19,15,TRUE,TRUE,217,FALSE,FALSE,FALSE,17,TRUE,FALSE,FALSE
36853067,1200380620,51,20000416,19,FALSE,510821,四川省,广元市,旺苍县,12,378000,上海市上海市浦东新区东川公路5761号,2018/7/19,2018/2/3,2018/7/19,64,1,0,0,0,,,,,sichuan,0.358952381,,0,8.75,500,108.73,24,49,0.1920935,0,0,FALSE,FALSE,93,,,,,,,
91331595,1200392054,51,19980516,21,FALSE,513401,四川省,凉山彝族自治州,西昌市,12,300000,上海市上海市闵行区上海市闵行区浦江镇苏召路1699号,2018/9/5,,,0,1,1,0,0,,,0,FALSE,sichuan,0.35936,FALSE,0,0,0,0,0,60,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
106209351,1200519150,32,19990629,20,FALSE,320921,江苏省,盐城市,响水县,12,358000,江苏省无锡市锡山区友谊北路104,2019/5/21,2018/11/23,2019/5/21,53,1,1,0,0,,,0,FALSE,jiangsu,0.359351955,FALSE,0,0,600,584,51,39,0.087746,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,-1,FALSE,FALSE,FALSE
43766320,1200482261,34,19860214,33,FALSE,341122,安徽省,滁州市,来安县,12,300000,江苏省南京市六合区大厂街道新华路528号,2019/3/24,,2019/3/24,171,3,1,0,0,,,0,FALSE,anhui,0.20456,FALSE,0,0,0,0,12,35.66666667,0.173619,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8,TRUE,FALSE,FALSE
98284349,1200579223,41,19920217,27,FALSE,411481,河南省,商丘市,永城市,6,650000,江苏省苏州市昆山市蓬朗镇新星中路239号,2019/8/24,2019/3/2,2019/8/11,11,1,0,1,1,0,0,,,henan,0.359846154,,1.98,0,1300,113.11,16,32,0.080944,0,0,FALSE,FALSE,0,,,,,,,
84490414,1200413888,41,19981015,21,FALSE,411523,河南省,信阳市,新县,12,466000,江苏省苏州市金阊区高新区马涧路188号景山公寓恒联超市1楼,2018/11/8,2018/5/12,2018/11/8,44,1,0,0,0,,,,,henan,0.184137339,,0,1014.26,500,0.12,2,60,0.1920935,6,6,TRUE,TRUE,52,,,,,,,
71790221,1200342385,34,19740730,45,FALSE,342421,null,null,null,12,240000,徐泾镇京华路208号,2017/11/28,,,0,1,1,0,0,,,,,anhui,0.38615,,0,0,0,0,,69.33333333,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
52658753,1200469473,34,19940910,25,FALSE,340521,安徽省,马鞍山市,当涂县,12,378000,江苏省南京市江宁区铺岗街259-2,2019/3/8,2018/10/3,2019/2/22,108,1,0,0,0,,,,,anhui,0.204571429,,0,0,0,0,0,46,0.1920935,18,13,TRUE,TRUE,1164,,,,,,,
104101684,1200498389,62,19950806,24,FALSE,622421,null,null,null,12,300000,江苏省苏州市昆山市昆山市锦溪镇北管泾村,2019/4/16,2018/11/2,2019/4/11,292,1,1,0,0,,,86,TRUE,gansu,0.35936,TRUE,0,0,800,10.49,14,60.5,0.254815,0,0,FALSE,FALSE,0,TRUE,TRUE,TRUE,86,TRUE,TRUE,TRUE
4920150,1200378159,34,19900514,29,FALSE,340826,安徽省,安庆市,宿松县,12,398000,上海市上海市虹口区四川北路1851号306室,2018/7/9,,,0,1,0,0,0,,,,,anhui,0.358954774,,0,0,0,0,,60.2,0.1920935,23,20,TRUE,TRUE,159,,,,,,,
93468695,1200403717,51,20001005,19,TRUE,510821,四川省,广元市,旺苍县,12,160000,浙江省宁波市北仑区北仑区新碶街道富春江路140号-142号,2018/10/14,2018/4/14,2018/10/12,95,1,1,0,0,,,1,TRUE,sichuan,0.204575,FALSE,71.51,0.1,70,0.6,89,64.55555556,0.1920935,3,3,FALSE,TRUE,49,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE
64729348,1200507296,42,19841118,35,FALSE,420105,湖北省,武汉市,汉阳区,12,200000,上海市上海市松江区南乐路乐尚天地一楼4101,2019/5/1,2018/11/2,2019/3/11,19,1,0,0,0,,,,,hubei,0.20456,,0,0,0,0,,60.2,0.1920935,6,6,TRUE,TRUE,160,,,,,,,
105078083,1200507621,32,19871217,32,FALSE,320507,江苏省,苏州市,相城区,12,100000,江苏省苏州市平江区姑苏区观前街166号,2019/5/2,2018/11/6,2019/5/2,142,1,1,0,0,,,0,FALSE,jiangsu,0.25256,FALSE,11.63,99676.12,24000,20608,121,22.5,0.10891,1,1,FALSE,FALSE,21,FALSE,FALSE,FALSE,-26,FALSE,FALSE,FALSE
103243249,1200487920,50,19990219,20,FALSE,500234,重庆市,重庆市,开县,12,200000,江苏省苏州市常熟市辛庄镇新阳大道3号,2019/4/1,2019/2/28,2019/3/6,2,1,0,0,0,,,,,chongqing,0.20456,,0,0,50,50,0,60.2,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
108251889,1200538025,41,19880615,31,FALSE,411224,河南省,三门峡市,卢氏县,12,600000,江苏省苏州市相城区黄埭镇春申路104号,2019/6/23,2019/1/19,2019/6/18,87,1,0,0,0,0,0,,,henan,0.20456,,0,10.69,1200,805.48,0,58,0.240524,0,0,FALSE,FALSE,4,,,,,,,
88704638,1200505722,53,19980303,21,TRUE,532527,云南省,红河哈尼族彝族自治州,泸西县,12,560000,上海市上海市浦东新区青林镇南奉公路2688号,2019/4/28,2018/11/5,2019/4/26,203,1,0,0,0,,,,,yunnan,0.359364286,,0,0.02,800,2.64,5,27,0.1920935,3,2,FALSE,FALSE,27,,,,,,,
109065166,1200549975,41,19930206,26,TRUE,411481,河南省,商丘市,永城市,12,190000,上海市上海市嘉定区嘉定区江桥镇星华公路1751号,2019/7/7,2019/1/15,2019/7/6,142,2,1,0,0,0,0,5,TRUE,henan,0.359347368,FALSE,39.8,0,7400,2112.36,111,81,0.066232,18,15,TRUE,TRUE,136,FALSE,FALSE,FALSE,5,TRUE,FALSE,FALSE
106514964,1200521891,52,20000421,19,TRUE,522401,贵州省,毕节地区,毕节市,12,600000,浙江省宁波市慈溪市观海卫镇古师路180号,2019/5/26,,,0,1,0,0,0,,,,,guizhou,0.20456,,0,0,0,0,0,60.2,0.1920935,6,5,TRUE,TRUE,31,,,,,,,
43229079,1200583312,51,19970414,22,FALSE,510821,四川省,广元市,旺苍县,12,398000,四川省成都市武侯区武侯大道顺江段71号武顺电动车4s店,2019/9/1,,,0,1,0,0,0,0,0,,,sichuan,0.204552764,,0,0,0,0,0,37,0.1920935,10,10,TRUE,TRUE,154,,,,,,,
103988346,1200509839,34,20000719,19,FALSE,341221,安徽省,阜阳市,临泉县,12,590000,江苏省苏州市虎丘区江苏省苏州市高新区金枫路233号名硕电脑(苏州)有限公司培训二馆2-112室,2019/5/6,2018/10/16,2019/4/17,90,1,0,0,0,,,,,anhui,0.204576271,,0.79,0,0,0,2,60.2,0.329892,7,5,TRUE,TRUE,38,,,,,,,
96418535,1200426706,31,19840412,35,FALSE,310101,上海市,上海市,黄浦区,12,300000,上海市上海市浦东新区南泉北路588号新大陆数码馆,2018/12/8,2018/6/21,2018/12/8,25,1,0,0,0,,,,,shanghai,0.35936,,0,0,800,25.17,34,71,0.1920935,24,20,TRUE,TRUE,773,,,,,,,
35593124,1200290819,51,19890505,30,FALSE,513023,null,null,null,12,299900,金汇镇金闸公路599号金汇广场1413号,2017/10/22,,,0,1,0,0,0,,,,,sichuan,0.488936312,,0,0,0,0,,90,0.1920935,4,4,TRUE,TRUE,69,,,,,,,
96738405,1200502011,50,19980119,21,FALSE,500225,重庆市,重庆市,大足县,12,450000,江苏省苏州市相城区翡翠路64号,2019/4/21,2018/10/23,2019/4/20,73,1,0,0,0,,,,,chongqing,0.20456,,0,0,600,56.38,5,61,0.154976,19,15,TRUE,TRUE,109,,,,,,,
89301370,1200505383,22,19831001,36,FALSE,220722,吉林省,松原市,长岭县,12,650000,江苏省无锡市锡山区梅村镇新华路24号,2019/4/28,2018/10/28,2019/4/17,20,1,0,0,0,,,,,jilin,0.204578462,,0,0,0,0,2,75,0.217311,0,0,FALSE,FALSE,0,,,,,,,
103171179,1200487157,50,19890925,30,FALSE,500235,重庆市,重庆市,云阳县,12,300000,浙江省宁波市北仑区宁波保税南区庐山路158号1幢1楼106,2019/3/30,2018/10/6,2019/3/27,20,1,1,0,0,0,0,3,TRUE,chongqing,0.25256,FALSE,0,0,850,169.49,78,69.16666667,0.199285,12,11,TRUE,TRUE,71,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE
110017694,1200562933,43,19910126,28,FALSE,431103,湖南省,永州市,冷水滩区,12,398000,浙江省嘉兴市南湖区昌盛南路1625号嘉兴市现代广场一号楼2单元1033室,2019/7/25,2019/2/1,2019/7/8,100,1,1,2,0,0,0,0,FALSE,hunan,0.204552764,FALSE,0,1.03,4500,1390.47,0,32,0.185735,3,3,FALSE,TRUE,47,FALSE,FALSE,FALSE,-1,FALSE,FALSE,FALSE
58180069,1200482116,32,19870724,32,FALSE,321321,null,null,null,12,300000,江苏省苏州市吴中区翠坊北街16号中国移动,2019/3/23,2019/3/12,2019/3/23,30,1,0,0,0,,,,,jiangsu,0.20456,,0,0,50,0.7,0,74,0.182762,3,3,FALSE,TRUE,57,,,,,,,
64738921,1200580507,32,19790710,40,FALSE,320322,江苏省,徐州市,沛县,6,560000,上海市上海市闵行区江川路1551号89幢116-117,2019/8/26,,,0,1,0,3,1,1,0,,,jiangsu,0.359842857,,0,0,50,50,0,60.2,0.141096,0,0,FALSE,FALSE,0,,,,,,,
9709357,1200357549,31,19690724,50,FALSE,310101,上海市,上海市,黄浦区,12,650000,上海市上海市闵行区申滨路990号,2018/2/7,,,0,1,0,0,0,,,,,shanghai,0.465384615,,0,0,0,0,,84,0.1920935,9,7,TRUE,TRUE,447,,,,,,,
91399029,1200392407,42,19790929,40,FALSE,420626,湖北省,襄阳市,保康县,12,500000,江苏省苏州市吴江市三淞路56号,2018/9/6,,,0,1,1,0,0,,,2,TRUE,hubei,0.35936,FALSE,0,0,0,0,0,44,0.1920935,19,12,TRUE,TRUE,210,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE
94664399,1200411416,34,19951004,24,TRUE,341226,安徽省,阜阳市,颍上县,12,200000,上海市上海市松江区松江区新桥镇新南街350弄111号,2018/11/3,2018/5/9,2018/11/2,85,1,0,0,0,,,,,anhui,0.35936,,0,0,700,687.2,109,60.2,0.1920935,0,0,FALSE,FALSE,1,,,,,,,
111570268,1200580357,41,19981217,21,FALSE,410527,河南省,安阳市,内黄县,12,378000,江苏省南京市栖霞区百通公寓903,2019/8/26,2019/2/28,2019/7/1,12,1,1,1,0,0,0,0,FALSE,henan,0.204571429,FALSE,0,0,800,5.61,26,65.5,0.264321,2,1,FALSE,FALSE,33,FALSE,FALSE,FALSE,-1,FALSE,FALSE,FALSE
104863672,1200568453,32,19870426,32,FALSE,321023,江苏省,扬州市,宝应县,12,378000,江苏省南京市江宁区南京同曦鸣城商务楼609室,2019/8/3,2018/10/29,2019/8/3,292,1,1,3,2,2,1,0,FALSE,jiangsu,0.204571429,FALSE,0,6376.6,17100,3774.91,569,28,0.060799,19,15,TRUE,TRUE,332,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
91466484,1200392694,41,19951016,24,FALSE,410327,河南省,洛阳市,宜阳县,12,413000,上海市上海市嘉定区安亭镇墨玉路80号,2018/9/7,2018/8/8,2018/9/7,145,5,1,0,0,,,0,FALSE,henan,0.359341404,FALSE,0.31,620.15,500,483.9,0,64.88888889,0.1920935,52,12,TRUE,TRUE,204,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
54058233,1200506640,32,19820617,37,FALSE,320723,江苏省,连云港市,灌云县,12,330000,江苏省苏州市江苏省苏州市娄葑镇群星一路1号,2019/4/30,2018/11/5,2019/4/23,29,1,0,0,0,,,,,jiangsu,0.204545455,,0,0,900,12.36,0,60.2,0.448667,8,5,TRUE,TRUE,299,,,,,,,
101463011,1200461095,32,19980828,21,FALSE,321323,江苏省,宿迁市,泗阳县,12,378000,江苏省南京市江宁区秦淮路11号欧尚超市,2019/2/25,2018/8/27,2019/2/25,493,1,0,0,0,0,0,,,jiangsu,0.180571429,,0,521.97,2100,0.53,16,53,0.222173,1,1,FALSE,FALSE,70,,,,,,,
91184935,1200391360,51,19960207,23,FALSE,511525,四川省,宜宾市,高县,12,398000,江苏省苏州市相城区元和街道阳澄湖西路966号,2018/9/2,2018/3/31,2018/6/13,6,2,1,0,0,,,3,TRUE,sichuan,0.359346734,FALSE,0,0,0,0,0,60,0.1920935,20,15,TRUE,TRUE,384,FALSE,FALSE,FALSE,1000,TRUE,TRUE,TRUE
62095217,1200399288,41,20000726,19,FALSE,411224,河南省,三门峡市,卢氏县,12,270000,江苏省苏州市吴江市汾湖镇芦莘大道447号,2018/9/30,2018/4/21,2018/9/27,90,2,1,0,0,,,15,TRUE,henan,0.204577778,FALSE,0.5,0.02,150,0.06,0,61,0.1920935,38,31,TRUE,TRUE,109,TRUE,FALSE,FALSE,20,TRUE,FALSE,FALSE
103001730,1200484701,34,19890709,30,FALSE,341204,安徽省,阜阳市,颍泉区,12,320000,浙江省宁波市奉化市宁波市奉化区开发区东江路280-6号,2019/3/27,,,0,1,0,0,0,,,,,anhui,0.204575,,0,0,0,0,0,60.2,0.218226,3,2,FALSE,FALSE,13,,,,,,,
105079900,1200507686,15,19860228,33,FALSE,152323,null,null,null,12,280000,上海市上海市嘉定区外冈镇祁昌路103号,2019/5/2,2018/11/24,2019/5/1,88,1,1,0,0,,,0,FALSE,neimeng,0.252542857,FALSE,0,0.34,800,119.62,2,80,0.288122,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
105037728,1200507093,32,19990420,20,FALSE,320381,江苏省,徐州市,新沂市,12,280000,江苏省苏州市虎丘区金枫路233号,2019/5/1,2018/11/2,2019/4/27,147,1,1,0,0,,,0,FALSE,jiangsu,0.252542857,FALSE,0,407.67,1200,1200,21,52,0.282348,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,-11,FALSE,FALSE,FALSE
109292743,1200553225,62,19970213,22,FALSE,622224,null,null,null,12,398000,江苏省苏州市相城区陆慕永金公寓1601,2019/7/11,2019/2/2,2019/7/1,11,1,1,0,0,1,0,0,FALSE,gansu,0.204552764,FALSE,0,0.48,2500,2.95,0,51,0.119172,0,0,FALSE,FALSE,12,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
51218028,1200450079,32,19760408,43,FALSE,321023,江苏省,扬州市,宝应县,12,600000,上海市上海市嘉定区江桥镇华江路842号,2019/1/23,,,0,1,0,0,0,,,,,jiangsu,0.35936,,22.64,1.33,0,0,,62.25,0.1920935,55,50,TRUE,TRUE,479,,,,,,,
67751782,1200284611,36,19931130,26,FALSE,362226,null,null,null,12,259900,曹路镇民耀路399号底层,2017/10/18,,,0,1,0,0,0,,,,,jiangxi,0.465348211,,0,0,0,0,,60.2,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
112696059,1200598603,32,19881116,31,FALSE,320682,江苏省,南通市,如皋市,12,428000,江苏省南通市崇川区东景新都会35栋1208室,2019/9/27,,,0,1,1,0,0,0,0,0,FALSE,jiangsu,0.204570093,FALSE,0,0,0,0,,60.2,0.051967,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
51487158,1200360979,42,19980202,21,FALSE,420323,湖北省,十堰市,竹山县,12,318000,上海市上海市浦东新区上南路3521号,2018/3/12,2017/9/18,2018/3/11,76,1,0,0,0,,,,,hubei,0.466943396,,0,0,300,287.05,4,89,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
79118391,1200426882,23,19780908,41,TRUE,230921,黑龙江省,七台河市,勃利县,12,258000,上海市上海市松江区洞泾镇洞薛路227号,2018/12/8,2018/6/16,2018/12/8,85,1,1,0,0,,,2,TRUE,heilong,0.20455814,FALSE,20.27,1646.3,2500,2397.19,15,84.66666667,0.1920935,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE
87143483,1200392012,32,19820221,37,FALSE,320520,null,null,null,12,500000,江苏省苏州市常熟市虞山镇小义新村四区9号,2018/9/5,2018/7/23,2018/8/19,8,1,0,0,0,,,,,jiangsu,0.35936,,0,0,300,10,0,60.2,0.1920935,1,0,FALSE,FALSE,80,,,,,,,
78404095,1200360593,50,19910307,28,TRUE,500235,重庆市,重庆市,云阳县,12,250000,上海市上海市浦东新区宣桥镇张家桥村11组内45号,2018/3/10,2017/9/11,2018/3/7,56,1,0,0,0,,,,,chongqing,0.466976,,0,0,1000,1000,7,60.2,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
36042619,1200352320,34,19941020,25,FALSE,341021,安徽省,黄山市,歙县,12,461000,徐泾镇京中路67号,2018/1/5,,,0,1,1,0,0,,,0,FALSE,anhui,0.35737961,FALSE,0,0,0,0,,24.41666667,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
86305950,1200419195,32,19780219,41,FALSE,320323,江苏省,徐州市,铜山县,12,650000,上海市上海市松江区车墩镇虬长路286号、288号,2018/11/20,2018/6/7,2018/11/9,20,1,0,0,0,,,,,jiangsu,0.204578462,,0.35,0,350,1.53,0,71,0.1920935,0,0,FALSE,FALSE,0,,,,,,,
80136328,1200428084,52,20000318,19,FALSE,522428,贵州省,毕节地区,赫章县,12,430000,浙江省宁波市慈溪市慈溪市观海卫镇古师路82-84号,2018/12/11,2018/6/24,2018/11/30,57,1,0,0,0,,,,,guizhou,0.204576744,,0,0,0,0,44,72,0.1920935,13,12,TRUE,TRUE,71,,,,,,,
24461016,1200358949,51,19931021,26,FALSE,510303,四川省,自贡市,贡井区,12,309000,上海市上海市松江区玉树路1810号1幢1层A区,2018/2/25,2017/8/27,2018/2/22,704,4,1,0,0,0,0,0,FALSE,sichuan,0.466912621,FALSE,0,0,800,10.71,10,55.5,0.1920935,99,82,TRUE,TRUE,668,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
93278123,1200402590,41,19880110,31,TRUE,410781,河南省,新乡市,卫辉市,12,300000,江苏省苏州市虎丘区苏州高新区马涧路景山公寓188号,2018/10/10,2018/4/12,2018/10/10,213,3,1,0,0,,,2,TRUE,henan,0.35936,FALSE,0,0,2000,-1944.81,0,44,0.1920935,22,16,TRUE,TRUE,108,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE
62906019,1200375310,34,19990616,20,FALSE,342225,null,null,null,12,500000,江苏省苏州市常熟市虞山镇小义新村四区9号,2018/6/25,2017/12/30,2018/6/24,244,4,1,0,0,0,0,0,FALSE,anhui,0.358976,FALSE,2.33,0,200,80.73,1,42.5,0.1920935,13,9,TRUE,TRUE,119,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
64885044,1200218942,51,19930430,26,FALSE,513030,null,null,null,12,538800,政通路236号,2017/9/19,2017/11/26,2018/5/23,136,2,1,0,0,,,,,sichuan,0.360155902,,0,0.1,500,37.7,1,14.77777778,0.1920935,23,17,TRUE,TRUE,131,,,,,,,
359774,1200434619,32,19800804,39,FALSE,320825,null,null,null,12,210000,江苏省苏州市虎丘区苏州市高新区长江路理想城商业街86幢8-6号,2018/12/24,2018/6/27,2018/12/24,48,1,1,0,0,,,0,FALSE,jiangsu,0.204571429,FALSE,0,0,3000,2113.85,412,47.625,0.1920935,6,4,TRUE,TRUE,77,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
76916876,1200478130,36,19991109,20,FALSE,360502,江西省,新余市,渝水区,12,370000,浙江省宁波市慈溪市周巷镇天元大道5号,2019/3/18,2018/10/1,2019/3/18,86,1,0,0,0,,,,,jiangxi,0.204572973,,10.81,0,650,0.29,4,63,0.1920935,2,0,FALSE,FALSE,33,,,,,,,
105454115,1200511233,36,19980427,21,FALSE,362201,null,null,null,12,488000,江苏省苏州市虎丘区姑苏区景德路610号,2019/5/9,2018/11/11,2019/5/9,33,1,1,0,0,,,0,FALSE,jiangxi,0.359368852,FALSE,57.18,12.3,1700,1582.68,23,45,0.295592,1,1,FALSE,FALSE,69,FALSE,FALSE,FALSE,-16,FALSE,FALSE,FALSE
90028097,1200385079,41,20000320,19,FALSE,410426,null,null,null,12,639000,上海市上海市青浦区徐泾镇京华路111号,2018/8/6,,,0,2,1,0,0,,,214,TRUE,henan,0.359361502,TRUE,0,0,0,0,,72,0.1920935,7,4,TRUE,TRUE,166,TRUE,FALSE,FALSE,1000,TRUE,TRUE,TRUE
68922003,1200389980,14,19980619,21,FALSE,142625,null,null,null,12,398000,上海市上海市长宁区长宁区天山路街道中山西路668号,2018/8/27,2018/8/16,2018/8/25,29,1,0,0,0,,,,,shanxi1,0.359346734,,0,0,0,0,8,73,0.1920935,32,27,TRUE,TRUE,479,,,,,,,
101497074,1200460508,32,19760709,43,FALSE,320922,江苏省,盐城市,滨海县,12,290000,江苏省无锡市锡山区新光中路82号,2019/2/25,,,0,1,1,0,0,,,0,FALSE,jiangsu,0.204551724,FALSE,0,0,0,0,0,73,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
89941776,1200479994,51,19930725,26,TRUE,511502,四川省,宜宾市,翠屏区,12,400000,江苏省无锡市长江北路11-29,2019/3/21,2018/10/1,2019/3/21,199,1,0,0,0,,,,,sichuan,0.20456,,0,1.99,1000,3.52,122,53,0.220937,5,4,TRUE,TRUE,110,,,,,,,
1902115,1200488412,34,19901021,29,FALSE,341222,安徽省,阜阳市,太和县,12,650000,江苏省南京市江宁区东山街道竹山路68号江宁万达广场(西区)7幢105室,2019/4/1,2018/10/3,2019/4/1,515,1,0,0,0,,,,,anhui,0.204578462,,0,0,0,0,41,53,0.159155,18,15,TRUE,TRUE,506,,,,,,,
20547118,1200449417,32,19890123,30,FALSE,321281,江苏省,泰州市,兴化市,12,380000,上海市上海市嘉定区清河路100-16号,2019/1/21,2018/8/1,2019/1/21,2308,1,1,0,0,,,319,TRUE,jiangsu,0.359378947,TRUE,3392,79.86,7000,0.5,171,60.2,0.1920935,0,0,FALSE,FALSE,6,TRUE,TRUE,TRUE,1000,TRUE,TRUE,TRUE
94986633,1200525607,34,19981020,21,FALSE,340621,安徽省,淮北市,濉溪县,12,529000,上海市上海市宝山区铁峰路2020-2022号,2019/6/2,2018/12/3,2019/5/24,13,1,0,0,0,,,,,anhui,0.359357278,,0,0,0,0,21,43,0.239567,13,10,TRUE,TRUE,420,,,,,,,
105114885,1200508119,32,19920226,27,FALSE,320122,null,null,null,12,378000,江苏省南京市秦淮区秦淮路11号欧尚超市,2019/5/3,2018/12/8,2019/4/15,22,1,1,0,0,,,0,FALSE,jiangsu,0.359365079,FALSE,93,0,0,0,0,20,0.08743,5,3,TRUE,TRUE,65,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
109254179,1200552652,43,19810709,38,FALSE,430981,湖南省,益阳市,沅江市,12,440000,江苏省苏州市吴江市吴江经济技术开发区庞山村8组城南花苑35,2019/7/10,2019/2/11,2019/7/1,10,1,0,0,0,1,0,,,hunan,0.204554545,,0,0.51,1000,65.53,0,60.2,0.171525,17,14,TRUE,TRUE,73,,,,,,,
110907646,1200571787,34,19830918,36,FALSE,342401,null,null,null,12,235000,江苏省无锡市锡山区友谊北路104,2019/8/8,2019/2/8,2019/8/3,28,1,1,0,0,0,0,0,FALSE,anhui,0.204544681,FALSE,0,0.07,3500,115.11,6,69,0.256561,17,14,TRUE,TRUE,67,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
34900569,1200334517,14,19800124,39,FALSE,142729,null,null,null,12,280000,经王镇经翟路1826号,2017/11/20,,,0,1,1,0,0,,,,,shanxi1,0.494171429,,0,0,0,0,,60.25,0.1920935,4,4,TRUE,TRUE,85,,,,,,,
101799881,1200465378,51,19980516,21,FALSE,510781,四川省,绵阳市,江油市,12,388000,上海市上海市浦东新区合庆镇东川公路6266号,2019/3/3,2018/9/7,2019/3/3,316,2,1,1,0,3,3,0,FALSE,sichuan,0.20457732,FALSE,0,14.65,2000,1464.01,39,36,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
91902001,1200394680,62,19980510,21,TRUE,622426,null,null,null,12,350000,江苏省苏州市吴中区木渎镇中山南路1号,2018/9/15,2018/3/18,2018/9/14,89,1,1,0,0,,,0,FALSE,gansu,0.35936,FALSE,0,0.57,700,13.97,60,65.22222222,0.1920935,19,17,TRUE,TRUE,163,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
106838292,1200524622,51,19980831,21,FALSE,513021,null,null,null,12,418000,上海市上海市闵行区莘朱路1702号,2019/5/31,2018/12/3,2019/1/24,5,1,0,0,0,,,,,sichuan,0.204564593,,0,2.79,0,0,28,76,0.513387,1,0,FALSE,FALSE,263,,,,,,,
23078419,1200459584,33,19920216,27,FALSE,330382,浙江省,温州市,乐清市,12,398000,浙江省宁波市海曙区狮子街69号,2019/2/23,2018/9/1,2019/2/23,517,1,0,0,0,,,,,zhejiang,0.204552764,,0,0,3000,139.72,272,38.5,0.1920935,27,21,TRUE,TRUE,488,,,,,,,
21213633,1200385142,43,19920428,27,TRUE,431024,湖南省,郴州市,嘉禾县,12,398000,江苏省苏州市相城区新尚商业广场A座510室,2018/8/7,2018/2/9,2018/8/7,78,1,1,0,0,,,0,FALSE,hunan,0.359346734,FALSE,0,35.21,10000,1447.54,342,57.9,0.1920935,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
95716430,1200419323,41,19920616,27,TRUE,410425,河南省,平顶山市,郏县,12,408000,江苏省苏州市姑苏区银都商务广场1-110,2018/11/21,2018/5/21,2018/11/20,59,1,1,0,0,,,1,TRUE,henan,0.359352941,FALSE,4.6,0,700,29.04,47,58.625,0.1920935,14,14,TRUE,TRUE,100,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE
50682262,1200363859,62,19840113,35,FALSE,622827,null,null,null,12,263000,上海市上海市松江区车墩镇影维路258弄2-4号,2018/4/2,2017/10/2,2018/4/2,71,1,1,0,0,,,1,TRUE,gansu,0.358965779,FALSE,0.33,0,900,175.35,3,63,0.1920935,0,0,FALSE,FALSE,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE
